"","Student","Training Day","Maneuver","Mission Analysis/Products","Ground Ops","Takeoff","Departure","Basic Aircraft Control","Cross-Check ","Enroute Descent / Recovery","Inflight Checks","Inflight Planning","Clearing / Visual Lookout","Communication","Risk Mgmt / Decision Making","Situational Awareness","Task Management","Emergency Procedures","General Knowledge","PATTERNS","Overhead/Closed Pattern","Visual St-In","Landing","No-Flap Landing","Go-Around","Emergency Landing Pattern","CONTACT","G-Awareness","TP Stalls","Slow Flight","Power On Stalls","Contact Recoveries","Spin Recovery","Aileron Roll","Barrel Roll","Pitchback / Sliceback","Cloverleaf","Cuban Eight","Immelmann","Lazy Eight","Loop","Split S","INSTRUMENTS","Vertical S","Unusual Attitudes","Steep Turns","Intercept / Maintain Arc","Fix to Fix","Holding","Full Procedure Approach","Non-Precision Final","Precision Final","Circling Approach","Missed Approach","Night Landing","BASIC FORMATION","Wing Takeoff","Interval Takeoff","Instrument Trail","G-Warmup / Awareness","Lead Platform","Pitchout (Both)","Fingertip (Wing)","Route (Wing)","Fighting Wing (Wing)","Straight Ahead Rejoin","Turning Rejoin","Overshoot","Echelon (Wing)","Breakout (Wing)","Lost Wingman (Both)","Extended Trail (Wing)","Position Change","Formation Approach (Both)","Formation Landing (Both)","Battle Damage Check","Flt Integrity / Wingman Consideration","TACTICAL FORMATION","Delay 90","Delay 45","Hook Turn","Shackle","Cross Turn","Fluid Turn","Tactical Rejoins","Fluid Maneuvering","Tac Initial","LOW LEVEL","Course Mx","Course Entry","Time Control","Altitude Control","Checkpoint ID","LL GPS Integration","Tactical Maneuvering","LL Lead Change","4 SHIP FORMATION","Four Ship Admin","Fluid 4","Box Formation","Offset Box","Wall","4-Ship Fingertip","Straight Ahead Rejoin","Turning Rejoin","CAF INTRO","Heat to Guns Setup","Heat to Guns Maneuvering ","Fuel Awareness/Management","Advanced Handling","Perch Setups","Maneuver Selection","Offensive Fighter Mnvr Exec","Defensive Fighter Mnvr Exec","CZ Recognition","Air to Air Weapons Employ","HA Lead Turn Exercise","HA Butterfly Setups","HA BFM Flt Analysis","SA Conventional Range","SA Tactical Range Proc","SA Safe-Excape Maneuver","SA Threat Reaction","SA Weapons Employment","Air to Ground Error Analysis","TACS/JFIRE Procedures","Air to Gnd 2-Ship Mutual Supt","MAF INTRO","Mission Management","VFR Arrival","Tanker Procedures","Reciever Procedures","Airdrop Procedures","Crew Coordination","Single Engine Approach","Single Engine GA/Missed Appch","A/R Overrun","A/R Breakaway","FD/AP Operations","FMS Operations","Device"
"1161","15","30-Jul","Sim #48","F","F","F","NG","F","F","NG","F","F","F","F","F","F","F","NG","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","F","","","","","F","F","S"
"1162","15","26-Jul","Sim #47","F","G","F","F","F","F","NG","F","F","NG","F","F","F","F","NG","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","G","","","","","F","F","S"
"1163","15","25-Jul","Sim #46","F","G","G","F","F","F","NG","F","F","F","F","F","F","F","NG","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","G","","","","","F","F","S"
"1164","15","23-Jul","Flight #43","G","E","E","E","E","G","G","G","G","G","G","G","G","E","G","G","","","","E","","","","","","","","","","","","","","","","","","","","","","","","G","E","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","E","","","","","","","F"
"1165","15","23-Jul","Flight #42","G","E","NG","G","E","G","F","G","G","G","G","G","G","G","G","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","","","F"
"1166","15","22-Jul","Flight #41","G","G","G","F","G","G","G","G","F","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","NG","F","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","","","F"
"1167","15","21-Jul","Flight #40","G","F","G","G","E","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","","","","F","","","","","","","F"
"1168","15","21-Jul","Flight #39","G","G","G","G","E","G","F","U","G","G","G","G","G","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","","","F","","","","","","","F"
"1169","15","19-Jul","Sim #45","G","F","G","G","F","F","G","F","F","F","F","F","F","F","NG","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","F","","","","","F","F","S"
"1170","15","18-Jul","Sim #44","U","F","F","F","F","F","F","F","F","F","F","F","F","F","NG","F","","","","F","","F","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","F","","","","U","","","","","F","F","S"
"1171","15","17-Jul","Sim #43","F","G","G","G","G","G","G","G","F","G","G","F","G","G","","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","G","F","","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","S"
"1172","15","16-Jul","Flight #38","G","E","E","G","F","F","G","G","G","G","G","G","G","F","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","G","","","F","G","G","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","F","","","","","","","F"
"1173","15","16-Jul","Flight #37","G","E","G","G","G","G","G","G","G","G","G","G","G","F","G","G","","","","NG","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","G","","","","","","","F"
"1174","15","13-Jul","Sim #42","F","F","F","F","F","F","F","F","F","F","F","F","F","F","NG","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","F","","","","","F","F","S"
"1175","15","12-Jul","Flight #36","G","G","G","G","G","G","G","G","F","G","G","G","G","F","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1176","15","12-Jul","Flight #35","F","G","G","G","U","G","G","E","G","G","G","G","G","U","G","G","","","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1177","15","11-Jul","Sim #41","U","U","F","F","U","U","F","F","F","F","U","F","U","U","NG","F","","","","U","","F","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","","","U","","","","","U","U","S"
"1178","15","10-Jul","Sim #40","U","U","U","U","U","U","U","U","U","U","U","U","U","U","NG","U","","U","","U","","U","","","","","","","","","","","","","","","","","","","","","","","","","","U","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","","","U","","","","","U","U","S"
"1179","15","6-Jul","Flight #34","E","G","G","G","G","E","G","G","E","E","G","G","G","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","F","","","G","","G","","G","G","","","","","","","G","","","","G","","G","F","","F","","","","","","","G","G","F","G","G","E","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1180","15","6-Jul","Flight #33","E","E","E","G","E","E","G","G","G","G","G","G","G","G","G","G","","","","E","","G","","","","","","","","","","","","","","","","","","","","","","E","","","E","G","","F","","","","G","","","G","","","F","G","G","G","G","","","","E","F","G","","","G","G","","F","F","F","","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1181","15","3-Jul","Flight #32","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","G","G","G","G","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1182","15","29-Jun","Flight #31","E","G","G","G","G","G","G","G","F","G","G","G","F","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","G","G","G","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1183","15","29-Jun","Flight #30","E","F","G","G","G","G","G","F","G","G","F","F","F","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","F","","","F","G","G","G","G","G","","","","","","","F","G","","","","F","","F","F","F","G","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1184","15","26-Jun","Flight #29","G","G","NG","E","G","G","G","F","G","G","F","G","G","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","E","","","","","","","","","","","","","","","","G","G","","","","G","","","","","","","","","","G","G","G","F","E","E","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1185","15","26-Jun","Flight #28","G","G","NG","G","G","G","G","F","","G","F","F","F","G","G","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","U","","","","","","G","","","F","G","","G","","","","G","","","","","G","G","","","G","F","","G","G","G","F","G","","G","NG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1186","15","25-Jun","Flight#27","F","F","E","E","F","G","G","G","G","F","F","G","F","F","G","G","","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","G","","","","","","","","","","","","F","","","","","","G","F","","E","","","","","F","","F","F","G","F","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"1187","15","22-Jun","SIM #39","E","G","G","G","G","G","G","G","E","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","E","","E","E","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
