"","Student","Training Day","Maneuver","Mission Analysis/Products","Ground Ops","Takeoff","Departure","Basic Aircraft Control","Cross-Check ","Enroute Descent / Recovery","Inflight Checks","Inflight Planning","Clearing / Visual Lookout","Communication","Risk Mgmt / Decision Making","Situational Awareness","Task Management","Emergency Procedures","General Knowledge","PATTERNS","Overhead/Closed Pattern","Visual St-In","Landing","No-Flap Landing","Go-Around","Emergency Landing Pattern","CONTACT","G-Awareness","TP Stalls","Slow Flight","Power On Stalls","Contact Recoveries","Spin Recovery","Aileron Roll","Barrel Roll","Pitchback / Sliceback","Cloverleaf","Cuban Eight","Immelmann","Lazy Eight","Loop","Split S","INSTRUMENTS","Vertical S","Unusual Attitudes","Steep Turns","Intercept / Maintain Arc","Fix to Fix","Holding","Full Procedure Approach","Non-Precision Final","Precision Final","Circling Approach","Missed Approach","Night Landing","BASIC FORMATION","Wing Takeoff","Interval Takeoff","Instrument Trail","G-Warmup / Awareness","Lead Platform","Pitchout (Both)","Fingertip (Wing)","Route (Wing)","Fighting Wing (Wing)","Straight Ahead Rejoin","Turning Rejoin","Overshoot","Echelon (Wing)","Breakout (Wing)","Lost Wingman (Both)","Extended Trail (Wing)","Position Change","Formation Approach (Both)","Formation Landing (Both)","Battle Damage Check","Flt Integrity / Wingman Consideration","TACTICAL FORMATION","Delay 90","Delay 45","Hook Turn","Shackle","Cross Turn","Fluid Turn","Tactical Rejoins","Fluid Maneuvering","Tac Initial","LOW LEVEL","Course Mx","Course Entry","Time Control","Altitude Control","Checkpoint ID","LL GPS Integration","Tactical Maneuvering","LL Lead Change","4 SHIP FORMATION","Four Ship Admin","Fluid 4","Box Formation","Offset Box","Wall","4-Ship Fingertip","Straight Ahead Rejoin","Turning Rejoin","CAF INTRO","Heat to Guns Setup","Heat to Guns Maneuvering ","Fuel Awareness/Management","Advanced Handling","Perch Setups","Maneuver Selection","Offensive Fighter Mnvr Exec","Defensive Fighter Mnvr Exec","CZ Recognition","Air to Air Weapons Employ","HA Lead Turn Exercise","HA Butterfly Setups","HA BFM Flt Analysis","SA Conventional Range","SA Tactical Range Proc","SA Safe-Excape Maneuver","SA Threat Reaction","SA Weapons Employment","Air to Ground Error Analysis","TACS/JFIRE Procedures","Air to Gnd 2-Ship Mutual Supt","MAF INTRO","Mission Management","VFR Arrival","Tanker Procedures","Reciever Procedures","Airdrop Procedures","Crew Coordination","Single Engine Approach","Single Engine GA/Missed Appch","A/R Overrun","A/R Breakaway","FD/AP Operations","FMS Operations","Device"
"895","12","25-Jul","Sim #48","F","F","F","F","G","G","F","G","F","F","F","F","G","G","NG","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","","G","","","","","F","F","S"
"896","12","16-Jul","Sim #40","G","G","G","G","G","G","G","F","G","F","F","F","F","F","G","G","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","","","U","U","S"
"897","12","11-Jul","Sim #44","U","U","U","F","F","F","F","F","F","F","F","F","F","F","NG","F","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","","","F","","","","","U","U","S"
"898","12","10-Jul","Sim #43","U","U","F","F","F","F","F","F","F","F","F","F","F","F","NG","F","","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","","","U","","","","","U","U","S"
"899","12","9-Jul","Sim #42","U","U","U","U","U","U","F","U","U","F","F","U","U","U","NG","U","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","U","U","U","U","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","U","","","","","U","","","","","U","U","S"
"900","12","20-Jul","Flight #46","E","E","G","G","E","E","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","F","E","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"901","12","20-Jul","Flight #45","E","E","G","F","E","E","E","G","G","E","G","G","G","G","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","G","G","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"902","12","18-Jul","Flight #44","G","E","U","F","E","G","G","E","G","G","G","G","G","G","G","G","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","E","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","","","","","","","","","","","F"
"903","12","18-Jul","Flight #43","G","E","G","E","E","G","G","G","F","G","G","G","F","G","G","F","","NG","","NG","","","","","","","","","","","","","","","","","","","","","","","","G","","U","G","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","","","","G","","","","","","","F"
"904","12","17-Jul","Sim #41","F","E","E","E","G","G","G","F","G","G","G","G","G","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"905","12","15-Jul","Flight #42","E","G","G","E","E","G","G","E","G","G","G","G","G","G","G","G","","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"906","12","15-Jul","Flight #41","G","G","G","G","E","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"907","12","14-Jul","Flight #40","G","G","G","G","E","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","E","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","F"
"908","12","14-Jul","Flight #39","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"909","12","13-Jul","Flight #38","G","G","G","G","E","G","G","G","G","G","G","G","G","G","G","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","F"
"910","12","13-Jul","Flight #37","E","E","G","G","E","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","F"
"911","12","12-Jul","Sim #39","U","G","G","G","G","G","G","G","F","G","G","G","G","E","G","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","G","U","","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","S"
"912","12","6-Jul","Flight #36","G","E","G","E","E","G","E","E","E","E","E","E","E","G","E","E","","G","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","G","G","G","E","E","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"913","12","6-Jul","Flight #35","G","E","E","E","G","G","E","E","G","E","E","E","G","E","E","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","","E","","E","","","","G","","","E","G","","G","E","E","","G","","","","G","G","E","","","E","G","","E","E","E","E","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"914","12","3-Jul","Flight #34","F","G","NG","F","G","G","G","G","G","G","G","G","G","G","U","U","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","E","G","G","E","G","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"915","12","29-Jun","Flight #33","G","G","E","F","G","F","G","F","F","G","G","G","F","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","F","F","F","G","F","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"916","12","29-Jun","Flight #32","G","G","G","G","G","F","G","G","G","G","F","G","G","F","G","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","G","","","","","G","","G","G","G","","F","G","","F","","","","","","","G","F","G","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"917","12","28-Jun","Sim #38","G","E","E","G","F","F","G","F","G","G","F","G","F","F","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","F","F","","","","","","","","","","","","G","","","","F","","G","F","F","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"918","12","26-Jun","Flight #31","G","G","E","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","G","","","","","G","G","","","","","","","","","G","G","G","","G","","G","G","","","","","","","","","G","G","G","F","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"919","12","26-Jun","Flight #30","G","E","E","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","G","","","","","","G","","","G","G","","G","F","G","","","","","","","","G","","","F","G","","G","G","G","","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"920","12","22-Jun","Flight #29","G","G","G","G","G","G","G","F","G","G","G","F","F","G","G","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","","G","","","","","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","F","G","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"921","12","22-Jun","Flight #28","G","G","G","F","G","F","G","F","G","G","F","F","F","F","G","G","","","","NG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","U","F","","G","G","F","","","","F","","","F","","","","","U","","G","G","G","G","G","","F","","NG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"922","12","20-Jun","Flight #27","G","E","E","E","G","G","G","G","G","G","F","G","G","G","G","G","","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"923","12","19-Jun","Flight #26","F","F","E","E","G","G","G","G","G","G","G","G","G","G","G","G","","","","E","","","","","","","","","","","","","","","","","","","","","","","","G","","","F","G","G","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"924","12","18-Jun","Flight #25","G","G","G","G","F","U","U","F","F","U","F","F","U","F","G","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","F","","","","F","","G","G","","","","","","","","","G","F","G","","F","","F","U","","","","","","","","","F","U","U","U","F","G","U","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"925","12","18-Jun","Flight #24","G","G","F","G","G","G","G","G","G","G","G","G","G","G","F","G","","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","F","G","","F","G","G","","F","","","","G","F","G","","","G","G","","G","G","G","G","G","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"926","12","15-Jun","Sim #37","E","G","G","G","G","G","E","G","G","G","G","G","G","G","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"927","12","13-Jun","Sim #36","E","","","","G","G","E","G","G","G","G","G","G","E","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","G","E","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"928","12","12-Jun","Sim #35","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"929","12","11-Jun","Sim #34","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","G","","","","","","","","","","","","","","","","G","","G","G","","G","","","","","","","G","G","G","G","F","NG","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"930","12","11-Jun","Sim #33","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","G","G","F","G","G","G","G","G","F","G","F","F","G","G","G","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"931","12","11-Jun","Sim #32","G","G","G","G","F","G","G","F","G","G","F","G","F","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","G","G","F","G","G","","G","F","","G","G","F","G","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"932","12","7-Jun","Flight #23","G","G","G","G","G","G","G","G","F","G","G","G","F","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","G","G","F","G","F","G","G","","F","F","U","F","G","G","F","G","F","","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"933","12","6-Jun","Flight #22","G","G","G","G","G","G","G","G","G","G","G","G","F","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","G","G","G","G","G","G","G","F","","F","G","G","G","G","F","NG","G","F","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"934","12","5-Jun","Sim #31","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","G","G","","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"935","12","5-Jun","Sim #30","G","","","","G","G","","G","G","G","G","G","G","G","E","G","","","","","","G","","","","","","","","","","","","","","","","","","","","","","G","","E","E","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"936","12","4-Jun","Sim #29","G","G","G","G","G","G","G","G","G","G","F","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","E","","","G","G","","G","","","","","G","","G","G","G","F","G","G","","F","","G","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"937","12","4-Jun","Flight #21","F","G","F","G","G","G","G","F","F","G","U","F","F","G","G","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","F","G","F","F","F","G","F","G","F","G","U","U","F","","","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"938","12","31-May","Flight #20","F","G","G","G","G","F","F","G","G","G","F","G","G","F","F","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","U","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"939","12","31-May","Flight #19","F","G","G","G","F","F","G","F","G","G","F","F","F","F","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","G","","","","G","","","F","","","","","","F","F","G","","F","","G","G","G","G","G","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"940","12","30-May","Flight #18","G","G","G","F","F","F","F","F","F","G","F","G","G","G","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G","F","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"941","12","30-May","Flight #17","F","G","F","G","F","G","G","G","G","G","F","G","F","G","F","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","G","F","F","F","F","U","U","F","F","F","U","U","F","F","F","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"942","12","24-May","Flight #16","G","G","U","G","G","G","G","F","G","G","F","G","G","F","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","E","","","G","F","E","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"943","12","23-May","Flight #15","G","G","E","E","G","G","G","E","E","E","G","G","E","E","G","G","","G","","E","","G","E","","G","E","","E","G","G","E","","","","G","","G","","","","","","","","","","","E","E","","","","","G","","","","G","","F","F","","","","","","","","","G","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"944","12","21-May","Sim #28","G","G","G","G","G","G","G","G","G","G","G","G","F","G","G","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","F","","","G","G","","","","","G","","","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"945","12","18-May","Sim #27","G","","","","G","G","G","G","G","G","F","G","G","G","G","G","","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","G","E","E","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"946","12","18-May","Flight #14","G","G","G","G","G","G","G","F","G","G","G","G","G","G","G","G","","G","","","","G","G","","G","G","","G","G","G","","E","","G","","","F","","G","","","","","","","","","E","E","","","","","F","","","","F","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"947","12","16-May","Sim #26","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","","","F","","F","","","F","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"948","12","16-May","Sim #25","G","","G","G","G","G","G","F","F","G","F","G","G","G","","G","","","","G","","","","","G","E","","E","","G","","","","F","","","","","","","","","","","","","","","","","","","","U","","","","F","","F","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"949","12","15-May","Sim #24","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","G","","","G","","G","G","","G","","","","G","","","","G","","","G","","","","","","","","G","G","G","G","","","","G","","","","G","","F","F","","","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"950","12","15-May","Flight #13","G","G","G","G","G","F","G","F","F","G","F","G","F","F","F","F","","G","","G","","","F","","G","G","","G","","G","G","G","","G","F","F","G","G","G","","","","","","","","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"951","12","14-May","Sim #23","G","G","G","G","G","G","G","G","G","G","G","E","F","G","G","G","","G","","G","","G","G","","G","G","","G","F","","","","","G","","F","","G","","","","","","","","","","G","G","","","","","F","","","","F","","U","","","U","","U","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"952","12","14-May","Sim #22","G","G","G","F","F","F","G","G","F","F","G","F","G","F","F","F","","","","G","","","","","","","","","","","","","","","","","","","","","","","","G","F","G","G","G","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"953","12","11-May","Flight #12","G","G","E","G","G","F","G","G","G","G","F","G","F","G","G","G","","G","","G","","","","","G","G","","G","","G","G","G","","G","G","G","F","G","F","","","","","","","","","F","F","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"954","12","10-May","Sim #21","G","G","G","G","G","G","G","G","G","E","E","G","E","G","G","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"955","12","9-May","Sim #20","E","E","E","E","E","E","E","E","E","E","E","G","G","G","G","E","","F","","F","","","G","","G","E","","G","E","E","E","G","","E","G","G","G","G","G","","","","","","","","","E","E","","","","","E","","","","","","G","G","","","","","","","","","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"956","12","9-May","Sim #19","G","G","G","F","G","G","G","G","G","","G","G","F","G","F","F","","G","","G","","G","G","","G","G","G","G","G","G","G","","","G","G","","G","G","G","","","","","","","","","G","E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"957","12","8-May","Sim #18","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","G","","G","G","G","","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"958","12","8-May","Flight #11","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","NG","E","E","","NG","","NG","","NG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"959","12","8-May","Flight #10","E","G","E","G","G","G","G","G","G","G","G","G","G","G","G","G","","G","","G","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"960","12","7-May","Flight #9","G","G","G","G","G","G","G","F","G","G","G","G","G","G","G","G","","E","G","E","","","G","","","","","","","","","","","","","","","","","","","","","","","","G","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"961","12","7-May","Sim # 17","F","G","G","G","G","G","G","G","F","G","G","G","G","G","G","G","","","","G","","G","","","","","","","","","","","","","","","","","","","","","","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
"962","12","3-May","Flight #8","G","G","G","G","G","F","F","F","F","G","F","G","F","F","G","G","","E","","E","","","","","G","G","","E","","","","","","","G","","","G","","","","","","","","G","","G","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F"
"963","12","2-May","Sim #15","G","","F","G","F","F","F","F","F","G","F","G","F","F","","G","","G","","G","","","G","","G","","","","","","","","F","","F","","","","","","","","","","","","","F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","S"
